"customer_id","latest_order_date"
"15204","2010-12-17"
"17394","2011-05-04"
"14816","2011-05-26"
"17263","2011-05-15"
"17849","2011-05-05"
"17670","2011-04-26"
"16425","2011-02-10"
"14890","2011-03-31"
"17569","2011-01-11"
"15724","2011-05-22"
"13043","2011-03-31"
"14957","2011-03-31"
"12601","2011-06-03"
"15326","2011-01-10"
"16256","2011-03-27"
"14489","2011-05-16"
"14161","2011-05-08"
"12821","2011-05-09"
"14870","2011-03-23"
"13479","2011-05-25"
"16810","2011-05-31"
"17854","2011-06-07"
"13803","2011-03-29"
"13235","2011-05-12"
"16611","2011-06-06"
"16643","2011-04-08"
"15119","2011-04-08"
"16957","2011-04-14"
"12652","2011-01-21"
"16124","2011-01-27"
"18213","2011-04-17"
"13781","2011-04-03"
"13262","2011-03-21"
"14353","2011-05-08"
"15589","2011-04-01"
"13065","2010-12-01"
"16306","2011-05-10"
"13990","2011-05-10"
"14036","2011-02-28"
"12605","2010-12-09"
"13615","2011-01-31"
"16995","2010-12-02"
"17991","2011-04-28"
"14355","2010-12-09"
"16716","2011-03-18"
"15457","2011-03-22"
"15780","2011-06-09"
"13934","2011-03-21"
"14022","2011-04-28"
"15210","2011-04-28"
"15180","2010-12-07"
"16055","2011-05-03"
"12573","2011-04-26"
"14813","2010-12-05"
"12817","2011-03-03"
"13398","2011-05-31"
"13144","2011-01-11"
"13382","2011-03-04"
"13642","2011-05-08"
"12361","2011-02-25"
"12505","2011-02-11"
"15709","2011-03-01"
"16378","2011-04-06"
"16763","2011-06-07"
"13439","2011-03-29"
"15609","2011-06-10"
"13229","2011-04-28"
"13475","2011-06-01"
"13093","2011-03-17"
"13716","2011-03-15"
"17714","2011-01-23"
"12565","2011-03-03"
"14386","2011-02-16"
"14155","2011-03-18"
"18068","2011-02-23"
"17524","2010-12-13"
"17542","2011-03-15"
"17507","2011-03-23"
"12651","2011-01-09"
"14817","2011-05-23"
"15508","2011-06-03"
"13626","2011-04-01"
"17967","2010-12-03"
"15107","2011-02-01"
"13474","2011-04-17"
"15279","2010-12-20"
"12769","2011-04-15"
"15226","2011-02-02"
"16159","2011-03-03"
"13261","2011-03-16"
"16510","2010-12-02"
"14932","2010-12-09"
"17278","2011-04-12"
"12410","2011-02-11"
"16072","2011-02-24"
"18086","2011-03-10"
"12866","2011-03-01"
"14867","2011-06-07"
"13706","2011-02-10"
"14821","2010-12-08"
"17698","2011-03-24"
"13452","2011-03-25"
"15649","2011-01-07"
"17094","2011-01-25"
"15381","2011-05-10"
"16897","2011-02-13"
"15638","2011-02-11"
"16006","2011-05-12"
"15717","2011-04-19"
"15823","2011-01-06"
"12870","2010-12-08"
"18239","2011-05-05"
"13829","2010-12-15"
"15079","2011-05-11"
"15944","2011-03-08"
"16546","2011-02-22"
"15213","2011-01-25"
"13531","2011-05-18"
"15655","2011-04-20"
"14782","2011-01-24"
"17548","2011-05-06"
"15661","2011-01-26"
"17850","2011-02-10"
"15510","2011-01-13"
"15691","2011-04-01"
"15405","2011-06-03"
"12564","2011-03-23"
"16765","2011-02-18"
"15100","2011-01-13"
"15917","2011-04-06"
"17035","2011-04-08"
"17517","2011-02-04"
"18011","2010-12-01"
"15869","2011-03-07"
"13723","2011-05-06"
"15945","2010-12-09"
"16193","2011-04-17"
"18280","2011-03-07"
"16125","2010-12-07"
"13239","2011-03-23"
"16227","2011-05-04"
"18250","2011-02-11"
"12735","2011-01-28"
"18119","2010-12-07"
"17060","2011-03-18"
"16152","2011-03-16"
"16262","2010-12-14"
"13753","2011-02-25"
"14130","2011-01-24"
"13339","2011-05-23"
"14465","2011-04-07"
"17843","2011-02-09"
"16834","2011-04-26"
"13715","2011-03-03"
"15753","2011-02-08"
"16226","2011-05-20"
"14154","2011-04-14"
"13223","2011-05-23"
"17358","2011-02-09"
"17619","2011-01-31"
"13708","2011-03-13"
"14770","2011-04-21"
"15935","2011-04-14"
"14988","2011-05-12"
"13345","2011-03-08"
"16658","2010-12-06"
"13649","2011-03-28"
"12623","2011-03-08"
"13963","2011-02-04"
"14288","2011-05-11"
"15813","2011-05-16"
"14081","2011-03-17"
"17775","2011-03-30"
"12501","2011-01-28"
"17580","2011-04-01"
"15447","2011-01-13"
"13493","2011-03-09"
"14237","2010-12-01"
"15308","2011-03-14"
"16738","2011-02-15"
"15880","2010-12-05"
"14149","2011-05-11"
"16727","2010-12-10"
"17701","2011-04-01"
"12855","2010-12-02"
"12590","2011-06-02"
"12574","2011-01-28"
"15759","2011-05-05"
"17908","2010-12-01"
"17601","2011-04-14"
"16619","2011-03-31"
"17454","2011-05-31"
"17871","2011-05-19"
"18133","2011-05-12"
"16990","2011-05-05"
"14682","2011-06-05"
"14377","2011-06-01"
"13062","2011-06-01"
"13501","2011-04-11"
"18129","2011-04-10"
"16138","2010-12-06"
"12582","2011-04-15"
"12614","2011-03-07"
"14348","2011-03-24"
"12811","2011-03-24"
"13187","2011-01-06"
"15552","2011-05-06"
"13484","2011-04-12"
"16792","2011-03-02"
"15852","2011-06-06"
"12974","2011-05-26"
"15361","2010-12-13"
"14393","2011-05-05"
"16270","2010-12-21"
"16509","2011-02-16"
"17356","2011-02-01"
"14633","2011-03-18"
"14924","2011-04-08"
"17223","2011-02-02"
"16679","2010-12-08"
"12355","2011-05-09"
"15178","2011-03-24"
"16216","2011-03-17"
"15562","2010-12-23"
"15658","2011-06-02"
"14600","2011-02-07"
"16323","2011-05-27"
"13811","2011-06-09"
"14320","2011-05-17"
"14340","2011-05-05"
"14280","2011-05-27"
"17746","2011-04-19"
"15456","2011-03-01"
"15925","2011-05-29"
"16698","2011-04-27"
"16073","2011-02-21"
"14740","2011-06-01"
"17763","2011-03-21"
"15820","2011-01-24"
"15386","2011-06-06"
"14242","2011-04-19"
"17375","2011-06-02"
"12755","2011-04-04"
"16448","2011-05-25"
"16144","2011-04-07"
"17707","2011-06-07"
"13712","2011-04-07"
"18048","2011-05-20"
"14889","2011-01-07"
"12988","2011-02-20"
"14000","2011-05-17"
"17578","2011-06-02"
"16274","2010-12-01"
"16883","2011-06-05"
"12506","2011-04-21"
"12829","2011-01-21"
"18138","2011-02-17"
"18281","2011-06-12"
"17251","2010-12-12"
"14727","2011-03-10"
"14271","2011-04-28"
"17556","2011-05-18"
"14248","2011-01-25"
"17212","2011-03-31"
"15590","2011-02-23"
"16529","2011-06-02"
"14669","2011-04-12"
"14114","2011-03-11"
"14840","2011-03-17"
"14270","2011-01-12"
"14195","2011-05-22"
"16889","2011-05-29"
"13462","2011-06-09"
"15729","2011-05-25"
"13299","2011-03-16"
"12402","2011-01-20"
"17496","2010-12-16"
"12725","2010-12-03"
"13166","2011-03-02"
"14185","2011-01-12"
"18224","2011-03-21"
"15777","2011-04-12"
"18190","2011-05-31"
"15160","2010-12-17"
"16565","2010-12-10"
"17752","2010-12-15"
"13227","2011-05-22"
"14009","2011-05-25"
"14632","2011-03-22"
"13395","2011-06-07"
"16356","2011-05-26"
"14672","2011-04-19"
"17303","2010-12-13"
"16610","2011-05-04"
"15223","2011-04-28"
"14496","2011-02-01"
"16634","2011-05-01"
"12350","2011-02-02"
"18159","2011-02-11"
"18218","2011-05-17"
"16913","2011-02-22"
"12845","2011-03-17"
"16427","2011-03-21"
"13002","2011-01-25"
"16579","2010-12-09"
"14438","2011-02-06"
"12365","2011-02-21"
"14886","2011-04-01"
"13120","2011-04-15"
"18114","2011-02-22"
"13707","2011-03-17"
"17374","2011-05-05"
"16943","2011-05-12"
"14616","2011-04-11"
"13482","2011-04-21"
"16349","2011-02-22"
"15246","2011-04-15"
"14476","2011-03-27"
"14576","2010-12-02"
"15422","2011-01-20"
"12852","2011-02-22"
"15319","2011-03-01"
"13584","2011-02-06"
"17277","2011-04-26"
"18078","2011-05-06"
"14206","2011-04-14"
"15109","2011-04-13"
"17501","2011-05-03"
"14148","2011-04-20"
"13070","2011-05-31"
"14238","2011-01-17"
"15212","2011-04-14"
"12591","2011-01-26"
"17124","2011-06-07"
"15019","2011-03-18"
"13304","2010-12-23"
"14326","2011-04-19"
"15353","2011-03-30"
"15224","2010-12-16"
"14375","2011-06-07"
"14256","2011-03-30"
"17550","2011-05-26"
"14411","2011-02-02"
"17118","2011-01-26"
"15303","2011-02-22"
"14350","2011-03-14"
"14457","2011-02-02"
"17860","2010-12-06"
"15052","2011-01-24"
"14439","2011-01-24"
"16665","2010-12-12"
"17732","2010-12-02"
"17409","2011-06-08"
"16037","2011-03-15"
"12401","2011-02-09"
"13533","2011-06-10"
"15843","2011-02-09"
"17956","2011-04-04"
"15723","2010-12-10"
"15234","2011-03-08"
"14176","2011-02-15"
"13243","2011-05-20"
"16319","2011-05-06"
"12353","2011-05-19"
"14779","2011-03-04"
"14512","2011-06-05"
"12561","2011-02-10"
"15607","2011-01-07"
"18183","2011-05-05"
"14220","2011-04-06"
"18085","2011-01-13"
"12354","2011-04-21"
"12383","2011-06-08"
"14413","2010-12-12"
"12733","2011-04-19"
"13385","2011-01-14"
"14964","2011-04-06"
"14536","2011-03-25"
"12764","2011-01-27"
"15454","2010-12-12"
