"customer_id","customer_lifetime_value"
"12607","3159.02"
"17685","3155.83"
"15674","3149.18"
"16393","3146.12"
"13742","3136.47"
"14565","3124.47"
"16316","3122.26"
"13685","3119.44"
"13631","3119.07"
"14099","3115.37"
"16218","3114.49"
"14257","3112.17"
"15491","3109.33"
"13135","3096.00"
"13362","3095.99"
"18272","3092.38"
"15998","3086.02"
"13869","3083.65"
"12352","3081.32"
"17059","3080.39"
"12910","3075.04"
"12754","3072.36"
"17799","3069.02"
"16326","3064.22"
"14112","3056.13"
"16905","3054.55"
"16940","3049.88"
"17659","3044.17"
"12598","3043.48"
"12395","3038.98"
"14456","3032.05"
"17924","3030.67"
"16709","3029.87"
"17644","3022.30"
"14032","3021.34"
"18094","3017.30"
"14639","3016.64"
"12670","3005.95"
"15687","3004.70"
"13735","3002.60"
"14307","2995.72"
"16686","2979.23"
"15854","2969.12"
"12916","2968.75"
"14868","2967.54"
"16497","2965.69"
"13451","2957.96"
"17444","2940.04"
"12408","2934.53"
"17512","2929.94"
"12906","2919.81"
"12438","2906.85"
"18230","2903.80"
"18144","2888.75"
"16633","2888.05"
"14776","2881.02"
"16928","2880.80"
"14251","2879.70"
"14535","2877.94"
"15628","2874.84"
"14005","2874.72"
"14711","2870.22"
"13901","2867.20"
"16871","2863.19"
"12685","2863.08"
"14530","2862.11"
"18145","2861.55"
"14903","2861.48"
"13658","2856.87"
"12783","2847.95"
"14852","2836.69"
"12578","2835.66"
"14572","2833.69"
"15321","2833.14"
"16764","2831.95"
"13564","2825.95"
"14626","2825.47"
"17213","2821.38"
"13769","2821.15"
"14121","2820.00"
"15993","2818.42"
"13971","2814.30"
"12356","2811.43"
"13883","2810.21"
"12708","2809.50"
"17596","2806.69"
"15696","2803.11"
"15984","2801.33"
"16081","2799.42"
"13230","2799.19"
"17739","2796.65"
"12758","2791.59"
"13870","2790.63"
"12584","2782.35"
"12388","2780.66"
"17069","2764.18"
"15114","2760.56"
"15796","2753.56"
"12625","2753.32"
"14854","2749.97"
"17084","2747.99"
"12457","2747.48"
"13174","2742.82"
"12840","2739.27"
"16003","2735.37"
"12380","2729.06"
"13394","2727.24"
"15673","2726.23"
"14125","2720.63"
"14732","2718.64"
"15356","2718.03"
"14107","2717.98"
"13285","2709.12"
"13654","2707.33"
"17655","2706.14"
"17346","2687.86"
"17386","2686.42"
"12520","2686.01"
"18075","2684.78"
"12721","2683.28"
"15671","2678.77"
"17317","2676.66"
"18260","2676.55"
"17188","2672.88"
"13136","2669.84"
"14397","2669.24"
"18097","2667.35"
"14546","2665.00"
"16618","2664.54"
"14713","2664.30"
"12360","2662.06"
"14439","2661.24"
"13851","2651.46"
"13422","2651.05"
"13644","2651.00"
"13021","2648.36"
"12483","2642.83"
"14243","2641.66"
"13771","2637.20"
"15782","2635.54"
"15752","2635.05"
"17402","2633.85"
"16255","2630.52"
"18245","2626.56"
"18210","2621.38"
"15373","2618.71"
"14262","2618.23"
"12600","2617.04"
"13983","2616.40"
"12836","2610.36"
"12726","2609.10"
"14659","2603.33"
"16912","2602.29"
"17965","2599.19"
"14408","2599.03"
"13895","2598.02"
"16919","2592.25"
"16241","2590.31"
"14701","2589.24"
"13804","2588.39"
"18077","2584.41"
"13911","2580.91"
"15033","2572.83"
"14334","2564.96"
"15485","2564.50"
"17700","2560.39"
"16308","2560.00"
"14676","2553.24"
"14502","2549.48"
"17314","2541.08"
"17449","2535.21"
"15572","2533.42"
"15932","2529.89"
"14766","2523.67"
"12517","2519.55"
"15245","2515.84"
"15271","2514.59"
"13588","2512.78"
"13344","2511.69"
"15527","2509.49"
"14315","2505.28"
"13695","2504.13"
"13471","2501.84"
"16477","2494.46"
"17682","2489.33"
"13975","2484.29"
"12913","2483.63"
"13507","2479.16"
"15750","2477.30"
"17071","2472.58"
"17164","2468.30"
"16710","2467.99"
"17722","2467.44"
"12455","2466.86"
"17131","2463.17"
"13784","2462.79"
"12704","2460.84"
"15270","2460.78"
"17406","2456.12"
"14163","2445.91"
"14239","2438.20"
"16143","2430.04"
"13949","2427.32"
"15281","2424.35"
"17997","2421.83"
"15089","2420.84"
"17434","2414.22"
"14665","2413.02"
"12397","2409.90"
"18257","2409.88"
"15755","2409.62"
"13317","2407.29"
"18065","2405.58"
"15370","2404.35"
"17589","2404.17"
"14493","2403.64"
"17368","2402.02"
"15980","2398.86"
"13908","2392.05"
"13141","2391.70"
"12782","2388.52"
"16057","2386.02"
"14309","2385.38"
"13115","2383.93"
"13722","2381.66"
"15834","2374.00"
"17696","2370.37"
"17313","2369.55"
"17530","2363.79"
"14930","2362.96"
"14030","2358.84"
"17634","2358.59"
"15140","2358.50"
"14440","2357.68"
"15785","2354.19"
"17744","2353.72"
"17954","2351.48"
"16801","2346.13"
"18259","2338.60"
"17211","2334.77"
"16550","2331.69"
"14290","2321.85"
"13704","2320.81"
"15288","2306.52"
"16782","2305.60"
"14113","2302.92"
"14560","2301.36"
"15105","2298.93"
"16076","2295.93"
"15704","2293.62"
"12615","2291.19"
"17442","2286.86"
"12684","2283.63"
"14554","2279.49"
"16735","2278.76"
"13994","2274.14"
"14211","2273.90"
"14466","2272.40"
"13527","2266.11"
"15811","2265.92"
"16209","2262.62"
"16293","2261.24"
"13365","2259.52"
"16743","2259.38"
"17490","2257.76"
"15722","2252.56"
"12501","2249.10"
"13700","2248.63"
"14432","2248.50"
"15235","2247.51"
"14226","2245.34"
"16771","2242.61"
"18242","2232.49"
"13862","2231.41"
"12909","2228.51"
"15179","2227.70"
"15665","2222.21"
"14825","2221.01"
"12876","2218.02"
"17591","2214.62"
"14409","2210.65"
"12653","2209.85"
"15797","2207.40"
"14407","2204.38"
"16150","2199.97"
"15123","2199.31"
"13831","2198.45"
"14700","2195.10"
"16628","2193.06"
"14640","2190.31"
"12856","2188.03"
"12633","2187.33"
"15394","2183.54"
"16379","2182.90"
"14341","2182.30"
"16875","2167.59"
"12560","2166.63"
"12935","2164.95"
"16966","2161.47"
"13224","2161.05"
"16456","2158.18"
"17272","2152.73"
"13725","2151.31"
"13517","2147.77"
"13094","2145.78"
"13126","2142.99"
"12610","2141.09"
"14828","2139.76"
"17861","2139.48"
"12657","2134.30"
"18093","2129.62"
"12967","2127.05"
"13632","2123.18"
"18219","2119.77"
"18061","2119.41"
"14360","2118.03"
"18008","2116.19"
"13755","2114.73"
"14691","2114.33"
"18173","2106.84"
"17422","2105.61"
"17612","2104.14"
"14306","2103.22"
"14461","2103.06"
"15864","2102.86"
"15058","2102.54"
"15815","2100.60"
"13495","2099.62"
"13810","2098.51"
"17400","2097.84"
"12585","2097.39"
"17191","2093.68"
"13265","2092.66"
"18044","2091.55"
"13297","2089.85"
"14188","2089.81"
"13571","2088.94"
"18231","2088.87"
"18241","2088.09"
"14696","2086.93"
"14533","2086.82"
"14810","2085.33"
"16954","2085.08"
"14217","2084.60"
"17768","2081.90"
"14209","2079.73"
"16407","2079.68"
"15473","2077.20"
"14515","2076.89"
"12948","2076.20"
"13630","2067.88"
"17337","2064.61"
"12928","2062.70"
"16281","2062.06"
"13593","2058.68"
"12518","2056.89"
"14001","2055.83"
"17667","2055.51"
"14232","2052.21"
"17086","2050.08"
"15814","2047.93"
"18283","2045.53"
"17597","2044.37"
"13450","2043.72"
"16359","2041.47"
"17828","2040.21"
"17846","2033.1"
"15351","2032.63"
"12853","2032.50"
"15827","2030.70"
"16358","2030.05"
"13246","2024.72"
"18069","2024.09"
"16409","2022.98"
"14482","2022.81"
"15341","2020.52"
"17625","2020.40"
"12674","2018.94"
"14462","2018.69"
"15372","2007.40"
"16098","2005.63"
"14544","2004.30"
"17082","2003.85"
"18188","2003.59"
"15157","2002.64"
"16754","2002.40"
"13305","2000.86"
"16698","1998.00"
"13012","1997.06"
"13924","1995.62"
"17679","1992.11"
"17088","1991.01"
"18204","1989.75"
"15493","1987.96"
"13590","1987.72"
"17827","1987.33"
"16341","1984.36"
"13791","1984.32"
"17090","1976.75"
"15531","1972.39"
"16841","1965.02"
"17790","1964.30"
"13235","1960.97"
"14506","1960.65"
"14498","1957.32"
"17603","1954.74"
"17554","1952.45"
"15518","1952.11"
"17218","1951.97"
"12528","1944.68"
"17873","1943.76"
"14418","1937.25"
"14655","1934.31"
"16942","1931.47"
"17702","1929.02"
"14653","1926.65"
"14978","1921.37"
"16983","1916.92"
"15021","1914.31"
"14305","1914.16"
"14210","1910.79"
"14285","1910.01"
"13890","1906.76"
"17228","1906.09"
"15681","1905.96"
"15819","1905.45"
"16201","1905.42"
"14250","1904.05"
"17469","1898.88"
"12762","1898.52"
"14730","1897.57"
"16979","1894.95"
"17738","1894.75"
"14934","1893.04"
"17463","1890.91"
"16170","1889.68"
"12371","1887.96"
"15367","1887.49"
"15641","1887.20"
"12381","1886.66"
"13982","1882.51"
"14441","1880.64"
"16128","1880.22"
"17152","1875.50"
"16986","1873.20"
"12963","1872.23"
"17870","1870.84"
"16474","1870.68"
"12423","1869.51"
"17705","1865.92"
"16426","1863.76"
"13650","1863.34"
"14887","1862.00"
"12383","1861.81"
"17671","1861.34"
"17293","1854.06"
"14472","1852.67"
"13048","1849.41"
"17519","1848.97"
"13134","1846.53"
"17629","1844.12"
"14524","1843.83"
"18180","1843.75"
"12950","1843.00"
"16102","1842.14"
"16455","1841.18"
"15260","1840.77"
"14216","1839.30"
"17015","1838.61"
"14459","1837.92"
"13421","1835.81"
"18287","1834.88"
"12523","1833.97"
"13481","1832.31"
"16152","1829.04"
"15203","1827.80"
"16153","1824.23"
"16169","1822.97"
"17663","1817.55"
"17787","1817.54"
"14621","1810.96"
"17648","1805.45"
"15950","1804.96"
"14215","1801.52"
"15812","1801.14"
"12947","1800.69"
"16249","1800.07"
"13562","1799.33"
"15220","1799.00"
"13510","1797.96"
"13196","1797.78"
"18235","1796.48"
"13456","1795.62"
"12645","1794.98"
"17451","1793.85"
"18179","1793.17"
"18122","1793.06"
"15050","1792.61"
"13875","1786.79"
"16719","1786.72"
"14608","1785.15"
"12348","1784.76"
"14935","1784.71"
"16398","1780.45"
"17204","1776.21"
"15594","1776.03"
"15241","1774.29"
"17092","1774.03"
"16681","1770.34"
"16817","1762.55"
"12424","1760.96"
"13157","1760.87"
"12823","1759.50"
"12349","1757.55"
"16751","1754.72"
"17813","1754.35"
"14267","1753.39"
"17147","1749.54"
"13808","1747.66"
"15067","1744.76"
"16380","1743.15"
"14834","1742.25"
"14595","1740.60"
"17930","1740.48"
"13763","1740.46"
"17353","1740.00"
"17457","1737.70"
"14673","1736.40"
"17043","1735.18"
"17867","1732.22"
"13162","1731.59"
"14387","1727.60"
"15240","1727.57"
"16660","1724.85"
"17193","1724.14"
"12843","1723.76"
"17162","1723.71"
"13184","1721.45"
"16791","1721.28"
"15549","1718.96"
"15267","1717.36"
"13577","1716.90"
"17750","1710.45"
"12405","1710.39"
"14245","1709.42"
"15947","1708.24"
"12407","1708.12"
"16902","1706.88"
"12530","1700.93"
"13824","1698.94"
"16394","1698.62"
"15380","1698.16"
"17754","1696.99"
"12764","1693.88"
"16007","1693.81"
"16671","1692.27"
"16775","1691.51"
"14573","1689.52"
"12635","1689.18"
"17282","1685.46"
"17526","1685.10"
"16638","1684.97"
"15953","1682.13"
"13149","1676.06"
"17656","1674.69"
"16546","1670.23"
"12912","1662.30"
"15214","1661.44"
"15332","1661.06"
"16115","1660.88"
"14045","1659.75"
"15826","1659.26"
"17284","1658.38"
"14837","1657.80"
"13647","1656.02"
"15122","1655.43"
"13627","1652.92"
"16813","1652.18"
"16711","1651.03"
"15660","1649.71"
"13750","1647.26"
"14229","1643.80"
"15002","1641.76"
"15810","1638.53"
"16496","1636.82"
"15024","1636.43"
"12398","1635.66"
"14442","1635.02"
"14164","1631.77"
"15532","1628.58"
"12377","1628.12"
"16992","1626.76"
"14937","1626.13"
"14759","1625.97"
"16676","1625.52"
"18161","1624.59"
"13425","1624.21"
"16515","1624.14"
"15172","1624.05"
"17101","1621.73"
"15791","1620.94"
"16987","1616.80"
"14410","1615.29"
"14336","1614.91"
"15611","1614.51"
"15906","1613.59"
"13186","1612.09"
"14312","1611.59"
"14918","1610.15"
"16283","1610.11"
"18178","1608.21"
"12868","1607.06"
"13850","1604.15"
"17731","1602.02"
"17673","1601.87"
"14178","1600.26"
"13814","1596.12"
"16466","1595.96"
"16332","1592.80"
"15369","1592.49"
"14970","1592.06"
"14719","1591.79"
"13320","1589.20"
"12865","1588.39"
"16900","1586.53"
"13614","1585.46"
"13659","1585.35"
"14587","1583.19"
"12393","1582.60"
"15620","1581.96"
"16889","1578.67"
"14557","1576.76"
"17837","1574.08"
"17085","1574.00"
"16790","1571.12"
"14071","1568.98"
"15111","1567.48"
"14038","1566.28"
"12818","1566.28"
"15625","1563.96"
"18239","1561.61"
"17095","1560.12"
"16571","1558.16"
"15392","1555.33"
"13313","1555.32"
"15117","1553.43"
"14931","1550.68"
"13397","1549.08"
"13634","1547.36"
"15201","1545.24"
"15171","1544.50"
"16369","1544.09"
"17159","1543.03"
"16365","1540.42"
"15916","1539.71"
"13107","1539.17"
"13849","1537.95"
"14567","1536.26"
"12877","1535.77"
"12759","1531.44"
"14321","1530.75"
"15701","1529.00"
"14403","1525.31"
"13110","1524.47"
"16244","1522.75"
"13213","1522.73"
"15128","1522.46"
"16066","1521.04"
"14748","1519.71"
"13764","1519.42"
"16748","1515.90"
"16279","1515.68"
"15602","1512.11"
"16053","1511.95"
"16434","1511.80"
"13692","1509.77"
"16910","1508.96"
"14414","1508.83"
"15265","1506.12"
"12937","1504.27"
"15197","1502.78"
"17063","1500.69"
"14064","1499.76"
"17002","1499.68"
"15530","1497.31"
"14704","1493.96"
"16880","1491.43"
"16016","1490.96"
"15057","1489.50"
"14404","1488.92"
"16755","1487.63"
"17553","1487.60"
"13159","1487.45"
"16996","1486.46"
"14758","1484.06"
"16716","1482.60"
"16395","1482.06"
"14875","1481.92"
"12826","1481.32"
"15563","1481.19"
"14233","1477.93"
"18016","1477.66"
"14878","1476.09"
"16245","1474.96"
"15073","1474.39"
"14246","1474.06"
"14740","1473.21"
"14963","1472.34"
"15596","1469.84"
"17590","1468.02"
"13477","1467.63"
"15983","1465.12"
"12882","1463.04"
"16463","1461.10"
"13717","1457.76"
"13309","1456.79"
"17175","1456.44"
"14541","1453.35"
"16059","1453.16"
"17073","1446.09"
"13461","1445.00"
"14019","1444.26"
"16503","1442.43"
"17856","1442.27"
"14443","1439.52"
"15106","1437.31"
"15987","1432.77"
"14566","1432.00"
"13475","1431.78"
"15427","1430.54"
"16173","1430.07"
"16103","1429.64"
"14035","1428.02"
"14901","1427.59"
"15858","1427.57"
"15621","1427.29"
"17571","1425.67"
"17621","1423.70"
"15426","1421.56"
"12775","1420.84"
"17288","1417.63"
"16348","1415.65"
"16012","1415.29"
"18167","1414.21"
"15237","1412.32"
"16949","1411.27"
"15444","1411.21"
"16271","1410.59"
"17633","1407.34"
"17083","1405.78"
"12886","1405.71"
"13995","1403.89"
"13308","1403.41"
"18116","1403.11"
"14649","1402.59"
"16389","1401.87"
"14741","1400.34"
"15478","1399.92"
"18202","1396.99"
"13396","1396.69"
"17354","1393.06"
"12952","1392.74"
"13414","1390.50"
"13516","1389.41"
"16539","1388.81"
"15898","1388.03"
"15134","1387.99"
"12463","1385.93"
"17311","1384.85"
"13476","1384.17"
"15051","1383.36"
"13572","1383.05"
"14507","1382.88"
"14116","1382.74"
"13813","1380.31"
"16714","1379.06"
"15095","1376.50"
"15569","1375.71"
"17676","1375.59"
"16493","1373.60"
"14434","1372.80"
"15453","1371.77"
"13501","1370.17"
"12919","1368.94"
"18177","1368.12"
"14794","1367.71"
"14897","1366.38"
"14511","1362.21"
"15411","1361.43"
"17054","1358.83"
"16726","1358.74"
"14859","1355.44"
"15802","1354.26"
"13984","1352.99"
"16669","1352.88"
"12494","1352.85"
"15116","1352.75"
"16079","1352.00"
"12854","1351.60"
"12507","1351.56"
"12770","1351.45"
"15398","1351.43"
"15059","1349.62"
"12646","1346.97"
"16639","1345.64"
"14154","1345.62"
"14898","1344.51"
"13743","1343.05"
"16317","1341.65"
"16045","1340.70"
"15146","1340.66"
"15734","1339.45"
"12620","1339.41"
"14738","1338.96"
"17372","1337.18"
"16101","1335.44"
"15680","1333.68"
"17932","1331.57"
"12676","1331.39"
"16295","1328.55"
"13232","1328.35"
"14047","1327.21"
"14297","1326.60"
"12576","1324.68"
"16120","1324.14"
"16110","1320.95"
"14591","1320.21"
"17802","1318.24"
"16083","1317.62"
"12526","1316.66"
"14921","1316.07"
"14973","1314.45"
"16040","1313.55"
"12364","1313.10"
"17004","1312.14"
"12516","1312.06"
"14477","1311.39"
"17350","1311.20"
"15108","1308.75"
"13168","1308.64"
"13328","1308.48"
"17919","1304.04"
"15813","1303.91"
"16370","1301.91"
"16464","1298.66"
"12488","1298.66"
"12372","1298.04"
"17961","1296.44"
"16929","1295.39"
"16224","1295.30"
"16951","1292.75"
"16744","1291.91"
"15136","1290.95"
"14856","1290.53"
"17037","1281.42"
"13538","1280.85"
"15494","1280.58"
"16692","1276.00"
"14745","1273.36"
